Stock,Date,Relative_Date,Begin_price,Current_price,Accumulate_ret,Accumulate_ave_ret,Exhibition,Year
廣達,2025-04-07,-30,212.36941528320312,192.2309417724609,-9.48,-9.48,Computex電腦展,2025
廣達,2025-04-08,-29,212.36941528320312,175.29629516601562,-17.46,-8.73,Computex電腦展,2025
廣達,2025-04-09,-28,212.36941528320312,163.39630126953125,-23.06,-7.69,Computex電腦展,2025
廣達,2025-04-10,-27,212.36941528320312,179.41554260253906,-15.52,-3.88,Computex電腦展,2025
廣達,2025-04-11,-26,212.36941528320312,197.2655487060547,-7.11,-1.42,Computex電腦展,2025
廣達,2025-04-14,-25,212.36941528320312,208.70787048339844,-1.72,-0.29,Computex電腦展,2025
廣達,2025-04-15,-24,212.36941528320312,208.70787048339844,-1.72,-0.25,Computex電腦展,2025
廣達,2025-04-16,-23,212.36941528320312,207.79249572753903,-2.16,-0.27,Computex電腦展,2025
廣達,2025-04-17,-22,212.36941528320312,210.53863525390625,-0.86,-0.1,Computex電腦展,2025
廣達,2025-04-18,-21,212.36941528320312,210.996337890625,-0.65,-0.06,Computex電腦展,2025
廣達,2025-04-21,-20,212.36941528320312,212.36941528320312,0.0,0.0,Computex電腦展,2025
廣達,2025-04-22,-19,212.36941528320312,204.588623046875,-3.66,-0.31,Computex電腦展,2025
廣達,2025-04-23,-18,212.36941528320312,215.11557006835935,1.29,0.1,Computex電腦展,2025
廣達,2025-04-24,-17,212.36941528320312,210.53863525390625,-0.86,-0.06,Computex電腦展,2025
廣達,2025-04-25,-16,212.36941528320312,215.11557006835935,1.29,0.09,Computex電腦展,2025
廣達,2025-04-28,-15,212.36941528320312,224.26942443847656,5.6,0.35,Computex電腦展,2025
廣達,2025-04-29,-14,212.36941528320312,221.9809417724609,4.53,0.27,Computex電腦展,2025
廣達,2025-04-30,-13,212.36941528320312,218.3194122314453,2.8,0.16,Computex電腦展,2025
廣達,2025-05-02,-12,212.36941528320312,229.76173400878903,8.19,0.43,Computex電腦展,2025
廣達,2025-05-05,-11,212.36941528320312,225.6425018310547,6.25,0.31,Computex電腦展,2025
廣達,2025-05-06,-10,212.36941528320312,232.5078887939453,9.48,0.45,Computex電腦展,2025
廣達,2025-05-07,-9,212.36941528320312,232.5078887939453,9.48,0.43,Computex電腦展,2025
廣達,2025-05-08,-8,212.36941528320312,230.21942138671875,8.41,0.37,Computex電腦展,2025
廣達,2025-05-09,-7,212.36941528320312,234.7963409423828,10.56,0.44,Computex電腦展,2025
廣達,2025-05-12,-6,212.36941528320312,236.6271209716797,11.42,0.46,Computex電腦展,2025
廣達,2025-05-13,-5,212.36941528320312,239.8309783935547,12.93,0.5,Computex電腦展,2025
廣達,2025-05-14,-4,212.36941528320312,253.1040496826172,19.18,0.71,Computex電腦展,2025
廣達,2025-05-15,-3,212.36941528320312,254.0194396972656,19.61,0.7,Computex電腦展,2025
廣達,2025-05-16,-2,212.36941528320312,251.73098754882807,18.53,0.64,Computex電腦展,2025
廣達,2025-05-19,-1,212.36941528320312,243.4925079345703,14.66,0.49,Computex電腦展,2025
廣達,2025-05-20,0,212.36941528320312,243.95021057128903,14.87,0.48,Computex電腦展,2025
廣達,2025-05-21,1,212.36941528320312,248.98483276367188,17.24,0.54,Computex電腦展,2025
廣達,2025-05-22,2,212.36941528320312,244.86558532714844,15.3,0.46,Computex電腦展,2025
廣達,2025-05-23,3,212.36941528320312,241.6617431640625,13.79,0.41,Computex電腦展,2025
廣達,2025-05-26,4,212.36941528320312,243.03482055664065,14.44,0.41,Computex電腦展,2025
廣達,2025-05-27,5,212.36941528320312,243.4925079345703,14.66,0.41,Computex電腦展,2025
廣達,2025-05-28,6,212.36941528320312,246.2386779785156,15.95,0.43,Computex電腦展,2025
廣達,2025-05-29,7,212.36941528320312,248.5271148681641,17.03,0.45,Computex電腦展,2025
廣達,2025-06-02,8,212.36941528320312,248.0694274902344,16.81,0.43,Computex電腦展,2025
廣達,2025-06-03,9,212.36941528320312,251.73098754882807,18.53,0.46,Computex電腦展,2025
廣達,2025-06-04,10,212.36941528320312,256.3078918457031,20.69,0.5,Computex電腦展,2025
廣達,2025-06-05,11,212.36941528320312,257.6809997558594,21.34,0.51,Computex電腦展,2025
廣達,2025-06-06,12,212.36941528320312,252.6463623046875,18.97,0.44,Computex電腦展,2025
廣達,2025-06-09,13,212.36941528320312,252.6463623046875,18.97,0.43,Computex電腦展,2025
廣達,2025-06-10,14,212.36941528320312,259.5117492675781,22.2,0.49,Computex電腦展,2025
廣達,2025-06-11,15,212.36941528320312,259.0540466308594,21.98,0.48,Computex電腦展,2025
廣達,2025-06-12,16,212.36941528320312,262.2579040527344,23.49,0.5,Computex電腦展,2025
華碩,2025-04-07,-30,474.8960571289063,486.52252197265625,2.45,2.45,Computex電腦展,2025
華碩,2025-04-08,-29,474.8960571289063,438.22802734375,-7.72,-3.86,Computex電腦展,2025
華碩,2025-04-09,-28,474.8960571289063,394.40521240234375,-16.95,-5.65,Computex電腦展,2025
華碩,2025-04-10,-27,474.8960571289063,433.75628662109375,-8.66,-2.17,Computex電腦展,2025
華碩,2025-04-11,-26,474.8960571289063,457.903564453125,-3.58,-0.72,Computex電腦展,2025
華碩,2025-04-14,-25,474.8960571289063,484.7338562011719,2.07,0.35,Computex電腦展,2025
